aav2020;libelle;dep;region;lat;lon;population;nb_docteurs_pondere;densite_100k
254;Cosne-Cours-sur-Loire;58;Bourgogne-Franche-Comté;47.412010871337564;2.9933830538357533;29199.0;2.75;9.418130757902667
255;Ploërmel;56;Bretagne;47.94844897196603;-2.3809114564753795;30334.0;2.0;6.59326168655634
256;Bruay-la-Buissière;62;Hauts-de-France;50.48082397898492;2.548434690751854;28369.0;4.625000003;16.3030068137756
257;Guingamp;22;Bretagne;48.5322912966005;-3.1878757069020316;28772.0;1.0;3.4756012790212707
258;Segré-en-Anjou Bleu;49;Pays de la Loire;47.709414043982626;-0.9780983249506886;28721.0;1.950000003;6.7894572020472825
259;Luxeuil-les-Bains;70;Bourgogne-Franche-Comté;47.84661931495108;6.419574027903921;27775.0;2.0;7.200720072007201
260;Langres;52;Grand Est;47.823058755420256;5.3874878960754815;27184.0;0.333333333;1.226211495732784
261;Hendaye (partie française);64;Nouvelle-Aquitaine;43.348749747275335;-1.7128942555943947;30060.0;1.371108057;4.561237714570859
262;L'Aigle;61;Normandie;48.767001664604294;0.572780033232311;26439.0;2.5;9.45572828019214
263;Aire-sur-la-Lys;62;Hauts-de-France;50.612619801558594;2.396822135475148;26753.0;0.0;0.0
264;Romilly-sur-Seine;10;Grand Est;48.51792447085742;3.738259907898454;27565.0;1.916666666;6.953261984400507
265;Bayeux;14;Normandie;49.292290123460965;-0.825538543025586;26962.0;2.0;7.417847340701729
266;Biscarrosse;40;Nouvelle-Aquitaine;44.33211752326829;-1.0928103532331792;30524.0;2.083333332;6.825230415410824
267;Privas;07;Auvergne-Rhône-Alpes;44.73186816866743;4.606693745972917;27725.0;1.7;6.131650135256988
268;Castelnaudary;11;Occitanie;43.29960934357376;1.9784702991162428;27630.0;0.583333333;2.1112317517191457
269;Miramas;13;Provence-Alpes-Côte d'Azur;43.58468974313995;5.013653414354323;26203.0;0.75;2.8622676792733657
270;Pithiviers;45;Centre-Val de Loire;48.13803247141421;2.249842306815219;25722.0;0.5;1.9438612860586266
271;Biars-sur-Cère - Saint-Céré;46;Occitanie;44.917658572935885;1.8915674541196523;26255.0;0.0;0.0
272;Pleyben - Châteaulin;29;Bretagne;48.2436558884584;-4.060496951500952;25971.0;1.666666666;6.417414292865119
273;Chauny;02;Hauts-de-France;49.617695520526084;3.210255318872106;25296.0;2.0;7.906388361796331
274;Pont-à-Mousson;54;Grand Est;48.91099274861253;5.9758413852081675;25713.0;2.333333333;9.074527799167736
275;Apt;84;Provence-Alpes-Côte d'Azur;43.900558104382334;5.404044709914862;24026.0;2.0;8.324315325064514
276;Gray;70;Bourgogne-Franche-Comté;47.50786444675587;5.597718032717792;24427.0;0.0;0.0
277;Péronne;80;Hauts-de-France;49.940579752491104;2.9578095264459012;24373.0;0.0;0.0
278;Mende;48;Occitanie;44.53877663443117;3.5519095045523588;25632.0;2.0;7.802746566791511
279;Avallon;89;Bourgogne-Franche-Comté;47.48453863521479;3.930357077570804;24357.0;0.0;0.0
280;Creutzwald;57;Grand Est;49.21244657470895;6.653819400860845;23970.0;1.0;4.171881518564873
281;Foix;09;Occitanie;42.934923885569226;1.5881400925007187;25618.0;0.333333333;1.3011684479662737
282;Lourdes;65;Occitanie;43.076269906947715;-0.053705539364382146;24740.0;3.083333333;12.46294799110752
283;Tergnier;02;Hauts-de-France;49.67096198934998;3.3570347561115566;23890.0;0.0;0.0
284;Saint-Girons;09;Occitanie;42.941492510446054;1.1299253745039592;24595.0;2.333333333;9.487023106322424
285;Saint-Jean-de-Maurienne;73;Auvergne-Rhône-Alpes;45.28979701772045;6.376631834848643;24057.0;2.0;8.31358856050214
286;Belley;01;Auvergne-Rhône-Alpes;45.79877351854683;5.665970267261958;24829.0;3.142857143;12.658009355995008
287;Fourmies;59;Hauts-de-France;50.0364247198833;4.083825926439227;23340.0;1.5;6.4267352185089965
288;La Flèche;72;Pays de la Loire;47.703469779435196;-0.01312857505031408;23872.0;0.65;2.7228552278820377
289;Landivisiau;29;Bretagne;48.52561201461432;-4.05015147378444;24572.0;0.5;2.034836399153508
290;Briançon;05;Provence-Alpes-Côte d'Azur;44.91707851159967;6.592907146049914;23304.0;1.0;4.29110882251974
291;Lure;70;Bourgogne-Franche-Comté;47.69050117240562;6.4973838595180124;23267.0;0.2;0.8595865388748013
292;Paimpol;22;Bretagne;48.74869887077128;-3.071716929585073;23736.0;0.5;2.1065048870913383
293;Saint-Pol-sur-Ternoise;62;Hauts-de-France;50.37360857033875;2.3047870766244234;22702.0;0.0;0.0
294;Chinon;37;Centre-Val de Loire;47.158976752740294;0.23878372489733873;23697.0;2.583333333;10.901520584884164
295;Saint-Marcellin;38;Auvergne-Rhône-Alpes;45.15339856773452;5.28273114196129;23905.0;0.0;0.0
296;Roscoff - Saint-Pol-de-Léon;29;Bretagne;48.653122119848504;-4.042041299124512;23285.0;0.25;1.0736525660296328
297;Vittel - Contrexéville;88;Grand Est;48.160292046249246;5.895115423978734;21871.0;0.333333333;1.5240882127017512
298;Porto-Vecchio;2A;Corse;41.62163984512424;9.213954966194324;23771.0;2.833333333;11.919285402381053
299;Yvetot;76;Normandie;49.621490448071306;0.7191558801924819;22547.0;6.733333335;29.863544307446666
300;Saint-Amand-Montrond;18;Centre-Val de Loire;46.70878002650637;2.4867651767885897;22822.0;1.5;6.572605380772938
301;Le Luc;83;Provence-Alpes-Côte d'Azur;43.3703762070922;6.331588926425123;24202.0;2.416666666;9.985400652838608
302;Capbreton;40;Nouvelle-Aquitaine;43.67629670350981;-1.3857643281270315;24716.0;7.4396978;30.1007355559152
303;Somain;59;Hauts-de-France;50.35140389383;3.2957538926170784;21760.0;6.976190479;32.05969889246324
304;L'Isle-sur-la-Sorgue;84;Provence-Alpes-Côte d'Azur;43.916254968948195;5.08607722527249;23457.0;2.333333333;9.947279417657843
305;Carhaix-Plouguer;29;Bretagne;48.274850682352444;-3.5955689720459096;22561.0;1.416666666;6.279272487921635
306;Gaillac;81;Occitanie;43.95514421315695;1.8518840080038914;23726.0;2.583333333;10.888195789429318
307;Neufchâteau;88;Grand Est;48.366215352970286;5.649118091307242;21829.0;0.0;0.0
308;Hirson;02;Hauts-de-France;49.89390767082941;4.097674428569144;20831.0;0.0;0.0
309;Ussel;19;Nouvelle-Aquitaine;45.52226917763084;2.288495793222684;21413.0;0.646825397;3.0207135711950683
310;Orthez;64;Nouvelle-Aquitaine;43.49339605928559;-0.7613234148720737;21905.0;2.027472525;9.255752225519286
311;Luçon;85;Pays de la Loire;46.44632945836398;-1.1721950566422568;20921.0;1.5;7.169829358061278
312;Lannemezan;65;Occitanie;43.107650714523196;0.404884839857175;21273.0;0.983333333;4.622447858788135
313;Morteau;25;Bourgogne-Franche-Comté;47.09135577280028;6.620962580367431;22129.0;0.0;0.0
314;Bédarieux;34;Occitanie;43.630739866973975;3.1085004766207076;21266.0;1.833333334;8.620959907834102
315;Saint-Jean-d'Angély;17;Nouvelle-Aquitaine;45.96241868087329;-0.5060543752235811;20810.0;2.0;9.61076405574243
316;Le Grau-du-Roi;30;Occitanie;43.54733179175376;4.203313458978716;20977.0;1.25;5.958907374743767
317;Amnéville - Rombas;57;Grand Est;49.242641655609106;6.095431936145648;20246.0;0.0;0.0
318;Issoudun;36;Centre-Val de Loire;46.95438704933178;1.9891565388136772;19049.0;1.0;5.249619402593312
319;Saint-Claude;39;Bourgogne-Franche-Comté;46.389127021353836;5.850200762313295;18759.0;0.285714286;1.5230784476784476
320;Feurs;42;Auvergne-Rhône-Alpes;45.76209003295675;4.21375008769728;20800.0;0.0;0.0
321;Évron;53;Pays de la Loire;48.15625304956881;-0.3625577680421337;19000.0;0.0;0.0
322;Freyming-Merlebach (partie française);57;Grand Est;49.13076511451387;6.786986356108057;19922.0;0.0;0.0
323;Saint-Flour;15;Auvergne-Rhône-Alpes;45.01485225134952;3.08044049581199;19533.0;0.0;0.0
324;Brioude;43;Auvergne-Rhône-Alpes;45.278047077949864;3.3938710424885232;19489.0;0.0;0.0
325;Uzès;30;Occitanie;44.053722690552185;4.397660459197456;19865.0;1.5;7.5509690410269314
326;Joigny;89;Bourgogne-Franche-Comté;47.957005727441675;3.3343988204273245;18661.0;0.0;0.0
327;Limoux;11;Occitanie;43.04219354742179;2.1744240299868944;19713.0;0.5;2.5363973012732712
328;Loches;37;Centre-Val de Loire;47.0910753842422;1.0620726569356989;18559.0;3.416666666;18.409756269195537
329;Moissac;82;Occitanie;44.13477267686785;1.0791800041126318;19147.0;0.0;0.0
330;Decazeville;12;Occitanie;44.57871468692869;2.273230858907746;17720.0;0.0;0.0
331;Ambert;63;Auvergne-Rhône-Alpes;45.52897214365857;3.7229304221991715;18169.0;0.0;0.0
332;Mauges-sur-Loire;49;Pays de la Loire;47.34117825539253;-0.929185890179135;18695.0;0.366666667;1.961308729606847
333;Louhans-Châteaurenaud;71;Bourgogne-Franche-Comté;46.63837862021628;5.208102804288749;18022.0;1.0;5.548773721007658
334;Valréas;84;Provence-Alpes-Côte d'Azur;44.39444209703185;4.976835840498242;17566.0;0.0;0.0
335;Tournon-sur-Rhône;07;Auvergne-Rhône-Alpes;45.073500816308076;4.766023589434662;18849.0;0.0;0.0
336;Paray-le-Monial;71;Bourgogne-Franche-Comté;46.4346947245813;4.112471746150482;17708.0;0.25;1.4117912807770499
337;Chantonnay;85;Pays de la Loire;46.68454025001089;-0.9954352651595035;18076.0;0.0;0.0
338;Champagnole;39;Bourgogne-Franche-Comté;46.76055737690978;5.9032176263963505;17556.0;1.809523811;10.307153172704488
339;Revel;31;Occitanie;43.45531797437916;2.0550115938638682;17740.0;0.0;0.0
340;Lavelanet;09;Occitanie;42.916245062419264;1.8548329153613219;17138.0;0.0;0.0
341;Bollène;84;Provence-Alpes-Côte d'Azur;44.26914887214785;4.74109292886717;17857.0;0.333333333;1.866681598252786
342;Crest;26;Auvergne-Rhône-Alpes;44.71603102167471;5.091684883183872;18165.0;2.0;11.010184420589045
343;Sisteron;04;Provence-Alpes-Côte d'Azur;44.2121772503002;5.879064167157852;17754.0;0.0;0.0
344;Bourg-Saint-Maurice;73;Auvergne-Rhône-Alpes;45.60114570576141;6.80836203276771;17353.0;1.0;5.76269232985651
345;Pézenas;34;Occitanie;43.47301688277663;3.421946813884782;16601.0;4.0;24.094934040118066
346;Verneuil d'Avre et d'Iton;27;Normandie;48.721217942507884;0.8856386074503948;15515.0;1.7;10.957138253303254
347;Loudun;86;Nouvelle-Aquitaine;46.99842083551434;0.0847814227624097;16933.0;0.0;0.0
348;Le Blanc;36;Centre-Val de Loire;46.65249544077962;1.0859938497500095;16236.0;2.0;12.318305001231831
349;Sainte-Maxime;83;Provence-Alpes-Côte d'Azur;43.35074141020398;6.5920188477785615;17243.0;2.666666666;15.465212932784317
350;Gérardmer;88;Grand Est;48.091324517262635;6.854560097981928;15953.0;0.0;0.0
351;La Ferté Macé;61;Normandie;48.58069903888729;-0.3500983791821543;16129.0;0.0;0.0
352;Honfleur;14;Normandie;49.38323142252447;0.26518900280124247;15837.0;1.666666667;10.523878682831345
353;Crozon;29;Bretagne;48.254451212833864;-4.433896182373712;16454.0;0.0;0.0
354;Jonzac;17;Nouvelle-Aquitaine;45.430888039104865;-0.4215086311485712;16409.0;0.458333333;2.79318260101164
355;Lesparre-Médoc;33;Nouvelle-Aquitaine;45.308542916508976;-0.975168345472362;16554.0;2.033333333;12.283033303129152
356;Castelsarrasin;82;Occitanie;44.03055288765518;1.087701193097219;16448.0;3.009523808;18.297202140077818
357;Belleville-en-Beaujolais;69;Auvergne-Rhône-Alpes;46.12988283181025;4.74080592381296;17273.0;0.7;4.052567591038036
358;Carentan-les-Marais;50;Normandie;49.30465345918538;-1.2426536650897237;16129.0;1.0;6.200012400024801
359;Vaison-la-Romaine;84;Provence-Alpes-Côte d'Azur;44.23477629325779;5.086843574399765;15824.0;2.0;12.639029322548028
360;Pineuilh;33;Nouvelle-Aquitaine;44.82643524042459;0.19242862187088336;15753.0;0.0;0.0
361;Nérac;47;Nouvelle-Aquitaine;44.12950582329115;0.2645093383228028;15555.0;1.0;6.428801028608165
362;Doué-en-Anjou;49;Pays de la Loire;47.18746991729098;-0.2860940942964852;15354.0;0.0;0.0
363;Prades;66;Occitanie;42.595086190316216;2.342054520573062;15462.0;2.333333334;15.090760147458285
364;La Tour-du-Pin;38;Auvergne-Rhône-Alpes;45.566421917222485;5.47813783413488;15874.0;1.553846155;9.788623881819326
365;Châtillon-sur-Seine;21;Bourgogne-Franche-Comté;47.848159313885006;4.614380521480701;15009.0;0.0;0.0
366;Tonneins;47;Nouvelle-Aquitaine;44.39260144247388;0.3398086485277088;15700.0;0.0;0.0
367;Graulhet;81;Occitanie;43.75698362639466;2.0200382397081027;15749.0;2.0;12.69921899803162
368;Wissembourg (partie française);67;Grand Est;49.00460815988982;7.933225889454743;14995.0;1.0;6.668889629876626
369;Surgères;17;Nouvelle-Aquitaine;46.100853745253616;-0.7076338463899454;15400.0;1.749999999;11.363636357142857
370;Decize;58;Bourgogne-Franche-Comté;46.80348894470187;3.4765245398767517;13729.0;0.333333333;2.427950564498507
371;Bormes-les-Mimosas;83;Provence-Alpes-Côte d'Azur;43.1634600684625;6.370490795048287;15830.0;2.0;12.634238787113077
372;Commercy;55;Grand Est;48.77045277090648;5.582847958632496;14122.0;1.0;7.0811499787565495
373;Barbezieux-Saint-Hilaire;16;Nouvelle-Aquitaine;45.432230389557105;-0.15880647958731237;14676.0;2.267857143;15.45282872035977
374;Tarare;69;Auvergne-Rhône-Alpes;45.89454309345374;4.386298729939231;15069.0;1.833333333;12.166257435795341
375;Saint-Vallier;26;Auvergne-Rhône-Alpes;45.17744696228512;4.820846682718298;14968.0;0.0;0.0
376;Pont-Saint-Esprit;30;Occitanie;44.27314061998598;4.578497808028743;15356.0;0.0;0.0
377;Montpon-Ménestérol;24;Nouvelle-Aquitaine;45.03489190103678;0.17607711458999184;14914.0;1.0;6.705109293281481
378;Hesdin-la-Forêt;62;Hauts-de-France;50.36883393606732;2.040740252327836;14018.0;3.75;26.751319731773435
379;Maîche;25;Bourgogne-Franche-Comté;47.255273007802536;6.833591542941529;14443.0;0.0;0.0
380;Avesnes-sur-Helpe;59;Hauts-de-France;50.099926061109876;3.89243926126303;13027.0;0.5;3.8381822368926075
381;Montval-sur-Loir;72;Pays de la Loire;47.70721550061027;0.42751837018317396;13520.0;0.7250000000000001;5.36242603550296
382;Montmorillon;86;Nouvelle-Aquitaine;46.41628155420549;0.894625462313262;13886.0;0.0;0.0
383;Clamecy;58;Bourgogne-Franche-Comté;47.42084612135461;3.491483154024853;13528.0;0.0;0.0
384;Saint-Gervais-les-Bains;74;Auvergne-Rhône-Alpes;45.848797479432456;6.644988042957161;14154.0;0.0;0.0
385;Fumel;47;Nouvelle-Aquitaine;44.50977856273722;0.9561457047976077;13809.0;0.0;0.0
386;Ruffec;16;Nouvelle-Aquitaine;46.01325863964144;0.18946650517087918;13883.0;0.0;0.0
387;Essarts-en-Bocage;85;Pays de la Loire;46.74886384004754;-1.1857489685306422;14696.0;0.0;0.0
388;Saint-Yrieix-la-Perche;87;Nouvelle-Aquitaine;45.4989022746498;1.1928887768473166;13863.0;1.816666667;13.104426653682465
389;Bar-sur-Aube;10;Grand Est;48.22583968042724;4.712262915885296;12743.0;1.0;7.847445656438829
390;Yssingeaux;43;Auvergne-Rhône-Alpes;45.137404400807775;4.150240491485409;14383.0;1.125;7.821733991517764
391;Blaye;33;Nouvelle-Aquitaine;45.15805419053257;-0.643153542232206;14306.0;1.369047619;9.56974429609954
392;Semur-en-Auxois;21;Bourgogne-Franche-Comté;47.46573835426164;4.320676410058018;13424.0;0.0;0.0
393;Saint-Chély-d'Apcher;48;Occitanie;44.79635003335942;3.287498416739823;13391.0;1.0;7.467702188036741
394;Auray;56;Bretagne;47.668008585545465;-2.990867354419931;14207.0;0.0;0.0
395;Dives-sur-Mer;14;Normandie;49.25686729556723;-0.05305737986010703;13418.0;0.25;1.863168877627068
396;Valence;82;Occitanie;44.10453900297826;0.8960253727243653;13796.0;0.333333333;2.4161592708031314
397;Sézanne;51;Grand Est;48.71013564703625;3.78424337486503;12976.0;0.0;0.0
398;Bagnères-de-Bigorre;65;Occitanie;42.997195719311;0.16963490150973445;13219.0;0.0;0.0
399;Saint-Martin-de-Crau;13;Provence-Alpes-Côte d'Azur;43.610874548369466;4.857177259138863;14145.0;1.5;10.604453870625662
400;Gournay-en-Bray;76;Normandie;49.510995935657746;1.6599098731613648;13051.0;0.5;3.831124051796797
401;Roye;80;Hauts-de-France;49.70725863032728;2.7966469857575103;13295.0;0.0;0.0
402;Le Cateau-Cambrésis;59;Hauts-de-France;50.089599415751465;3.569830802647881;12996.0;0.0;0.0
403;Aubigny-sur-Nère;18;Centre-Val de Loire;47.475115998539955;2.439639697312763;12882.0;0.0;0.0
404;Saint-Affrique;12;Occitanie;43.931524086488785;2.877721525006635;12918.0;2.0;15.482272797646694
405;Cogolin;83;Provence-Alpes-Côte d'Azur;43.22820391166601;6.494772300903852;13836.0;0.5;3.6137612026597288
406;Condom;32;Occitanie;43.94075799581099;0.37097523055092996;12705.0;1.0;7.870916961826053
407;Mazamet;81;Occitanie;43.469362771231744;2.447452754014933;13012.0;2.166666667;16.651296241930524
408;Chamonix-Mont-Blanc;74;Auvergne-Rhône-Alpes;45.93905489786224;6.898861899441956;13842.0;0.5;3.6121947695419734
409;Lillebonne;00;Non renseigné;49.53008603093768;0.5680979902753244;12587.0;0.0;0.0
410;Gourdon;46;Occitanie;44.71761861373276;1.3920609014065843;13163.0;0.333333333;2.532350778697865
411;Pouzauges;85;Pays de la Loire;46.753262081721786;-0.801481532805487;12956.0;0.0;0.0
412;Nyons;26;Auvergne-Rhône-Alpes;44.38558897295376;5.179278782642181;12491.0;0.0;0.0
413;Nogent-sur-Seine;10;Grand Est;48.45135580895259;3.5164276204401923;12233.0;0.0;0.0
414;Corte;2B;Corse;42.301684459140645;9.154342312039807;13038.0;1.75;13.4223040343611
415;Tonnerre;89;Bourgogne-Franche-Comté;47.859247950485916;4.020651668414919;11830.0;0.75;6.3398140321217245
416;Digoin;71;Bourgogne-Franche-Comté;46.494457880642024;3.9345660008767847;11999.0;2.0;16.66805567130594
417;Givet;08;Grand Est;50.1070794701338;4.7994541186785895;12201.0;0.0;0.0
418;Mortagne-au-Perche;61;Normandie;48.52169020078825;0.5397108694149062;12126.0;0.325;2.6801913244268514
419;Aubusson;23;Nouvelle-Aquitaine;45.94929852014469;2.177680347588374;11634.0;0.555555555;4.775275528623002
420;La Côte-Saint-André;38;Auvergne-Rhône-Alpes;45.39509415023072;5.22440675038267;12775.0;0.487179487;3.8135380587084153
421;Aire-sur-l'Adour;40;Nouvelle-Aquitaine;43.669944783175886;-0.25194257246887336;12386.0;2.823031134;22.79211314387211
422;Hauts de Bienne;39;Bourgogne-Franche-Comté;46.52861659490688;5.98453743401079;11977.0;0.0;0.0
423;Moûtiers;73;Auvergne-Rhône-Alpes;45.52019008666302;6.491305007669718;11913.0;0.0;0.0
424;Jarny;54;Grand Est;49.16695540156697;5.80724367202206;11861.0;0.0;0.0
425;Ribérac;24;Nouvelle-Aquitaine;45.25299443531452;0.3339663524058328;11837.0;0.3928571429999999;3.3188911295091654
426;Delle (partie française);90;Bourgogne-Franche-Comté;47.52939801743091;6.9957856352174765;12063.0;1.0;8.289811821271657
427;Embrun;05;Provence-Alpes-Côte d'Azur;44.56073239450352;6.492150444044412;12633.0;0.5;3.9578880709253546
428;Sully-sur-Loire;45;Centre-Val de Loire;47.71266690404198;2.3649996653206284;11568.0;0.0;0.0
429;Saint-Florentin;89;Bourgogne-Franche-Comté;48.03640869335226;3.7475858868028857;11432.0;0.0;0.0
430;Calvi;2B;Corse;42.47479208014657;8.825183957792396;12686.0;0.0;0.0
431;Guer;56;Bretagne;47.90516454042146;-2.150136924079593;12089.0;0.0;0.0
432;Vidauban;83;Provence-Alpes-Côte d'Azur;43.40249273186226;6.448136913822557;12608.0;0.0;0.0
433;Baugé-en-Anjou;49;Pays de la Loire;47.56550578136021;-0.10243135160407396;11712.0;0.0;0.0
434;Nontron;24;Nouvelle-Aquitaine;45.54383239126899;0.676704726681437;11929.0;0.5;4.191466174867969
435;La Souterraine;23;Nouvelle-Aquitaine;46.236307405488574;1.5110211258592274;11150.0;1.0;8.968609865470851
436;Gueugnon;71;Bourgogne-Franche-Comté;46.60637532775819;4.019705646764897;11255.0;0.0;0.0
437;Beaurepaire;38;Auvergne-Rhône-Alpes;45.341706298828235;5.068411118401411;11704.0;0.0;0.0
438;Valdahon;25;Bourgogne-Franche-Comté;47.15657817928432;6.370282790043448;12256.0;0.0;0.0
439;Marennes-Hiers-Brouage;17;Nouvelle-Aquitaine;45.82007545295134;-1.0714929636605903;11785.0;0.0;0.0
440;La Réole;33;Nouvelle-Aquitaine;44.58382004540422;-0.019297676034228203;11999.0;0.0;0.0
441;Saint-Hilaire-du-Harcouët;50;Normandie;48.562354254388865;-1.092800018419994;11249.0;0.0;0.0
442;Montbard;21;Bourgogne-Franche-Comté;47.658243758874335;4.345912942139347;10665.0;0.5;4.688232536333802
443;Lodève;34;Occitanie;43.79876137574291;3.364089057083005;11609.0;1.94090909;16.71900327332242
444;Le Pouliguen;44;Pays de la Loire;47.283605837489425;-2.4756664953510295;11121.0;0.0;0.0
445;Pauillac;33;Nouvelle-Aquitaine;45.22298006402605;-0.8067109734365123;11744.0;0.0;0.0
446;Tournus;71;Bourgogne-Franche-Comté;46.5621296070295;4.904416046981675;11379.0;0.0;0.0
447;La Châtaigneraie;85;Pays de la Loire;46.63604118845925;-0.7172651257446769;10702.0;0.0;0.0
448;Mirecourt;88;Grand Est;48.29553410278394;6.104032560898252;10328.0;0.0;0.0
449;Sainte-Menehould;51;Grand Est;49.11140095877227;4.890087750872349;10683.0;1.0;9.360666479453338
450;Ham;80;Hauts-de-France;49.734843898453754;3.070128141020292;10492.0;0.0;0.0
451;Le Thillot;88;Grand Est;47.872431866253265;6.790289965487498;10107.0;0.0;0.0
452;La Châtre;36;Centre-Val de Loire;46.58478031548196;2.008990237019446;10443.0;0.5;4.787896198410419
453;Saint-Jean-de-Monts;85;Pays de la Loire;46.81277001374265;-2.064465717345014;11288.0;0.0;0.0
454;Saint-Maixent-l'École;79;Nouvelle-Aquitaine;46.44568057028605;-0.15623697860343935;11245.0;0.0;0.0
455;Mimizan;40;Nouvelle-Aquitaine;44.180026647207704;-1.1562918426364104;11427.0;0.0;0.0
456;Bazas;33;Nouvelle-Aquitaine;44.37731504877147;-0.19252588156294917;10666.0;1.0;9.375585974123382
457;Montrichard Val de Cher;41;Centre-Val de Loire;47.358281935332315;1.218112220322335;10247.0;2.083333332;20.331153820630426
458;Ciboure;64;Nouvelle-Aquitaine;43.350360492639254;-1.6405656169671134;10609.0;0.0;0.0
459;Saint-Rémy-de-Provence;13;Provence-Alpes-Côte d'Azur;43.784676800207706;4.8545631619313525;10163.0;3.0;29.518842861359833
460;Saint-Pourçain-sur-Sioule;03;Auvergne-Rhône-Alpes;46.29968814059872;3.2494695208577684;9977.0;0.5;5.011526510975243
461;Faulquemont;57;Grand Est;49.02578353490655;6.59801870537888;9912.0;0.0;0.0
462;Ernée;53;Pays de la Loire;48.31923639299757;-0.9096937791308607;9861.0;0.0;0.0
463;La Londe-les-Maures;83;Provence-Alpes-Côte d'Azur;43.16909864918833;6.2418300637994575;10584.0;0.0;0.0
464;La Tremblade;17;Nouvelle-Aquitaine;45.751962670819665;-1.1616980866433966;11424.0;0.0;0.0
465;Vouziers;08;Grand Est;49.37375575787403;4.725566838287813;9528.0;0.0;0.0
466;Guise;02;Hauts-de-France;49.904399557753116;3.634779651025399;9615.0;0.0;0.0
467;Le Vigan;30;Occitanie;43.9691766096046;3.5435240955509366;10330.0;0.0;0.0
468;Die;26;Auvergne-Rhône-Alpes;44.727302763350096;5.393642494514399;10836.0;0.0;0.0
469;Rostrenen;22;Bretagne;48.246343090546816;-3.303596344547766;10399.0;0.0;0.0
470;Mamers;72;Pays de la Loire;48.337234012032944;0.35706010832381924;9850.0;0.0;0.0
471;Bort-les-Orgues;19;Nouvelle-Aquitaine;45.402651355735735;2.5314554378932432;9475.0;0.0;0.0
472;Montdidier;80;Hauts-de-France;49.65601174967854;2.603657308847804;9470.0;0.0;0.0
473;Migennes;89;Bourgogne-Franche-Comté;48.01636836632071;3.502599948276091;9183.0;1.0;10.889687465969727
474;La Guerche-de-Bretagne;35;Bretagne;47.92487805293227;-1.2195332680952116;9974.0;1.0;10.026067776218166
475;Rambervillers;88;Grand Est;48.356790048664564;6.701776589926581;9496.0;0.0;0.0
476;Merville;59;Hauts-de-France;50.64498674902337;2.636177108748014;9808.0;0.0;0.0
477;Le Mené;22;Bretagne;48.275151535963175;-2.5186833237248463;9900.0;0.0;0.0
478;Saint-Éloy-les-Mines;63;Auvergne-Rhône-Alpes;46.15077262418313;2.8368044104405192;9394.0;0.0;0.0
479;Joinville;52;Grand Est;48.4185733053275;5.193055693916734;9239.0;0.0;0.0
480;Les Andelys;27;Normandie;49.253873847972386;1.415562128490755;9186.0;0.0;0.0
481;Sainte-Marie-aux-Mines;68;Grand Est;48.2549535460463;7.206441153978796;9000.0;0.0;0.0
482;Saint-Valery-en-Caux;76;Normandie;49.834748792217944;0.7218567472869395;9361.0;0.0;0.0
483;Hagetmau;40;Nouvelle-Aquitaine;43.62776308618024;-0.605920286885014;9427.0;0.0;0.0
484;Neufchâtel-en-Bray;76;Normandie;49.734347850627714;1.465988377661571;9217.0;1.583333332;17.17840221330151
485;Mauléon-Licharre;64;Nouvelle-Aquitaine;43.20999363258412;-0.9071991445919962;9327.0;0.0;0.0
486;Marvejols;48;Occitanie;44.57522181320409;3.250571931935097;9328.0;0.5;5.360205831903945
487;Melle;79;Nouvelle-Aquitaine;46.21634360254697;-0.10892208750652149;8692.0;0.0;0.0
488;Confolens;16;Nouvelle-Aquitaine;46.03944861697194;0.6464852149821909;9370.0;0.677777778;7.2334874919957315
489;Le Neubourg;27;Normandie;49.154729978824676;0.8748100542085672;9074.0;0.5;5.5102490632576595
490;Céret;66;Occitanie;42.48098153504615;2.725787890738472;8846.0;1.0;11.304544426859598
491;Bapaume;62;Hauts-de-France;50.090289596348455;2.8750993027053666;9106.0;0.0;0.0
492;Saint-Tropez;83;Provence-Alpes-Côte d'Azur;43.23229954088599;6.624381877968553;8157.0;1.976190476;24.226927497854604
493;Villedieu-les-Poêles-Rouffigny;50;Normandie;48.84251274962182;-1.2179525641995608;8980.0;0.0;0.0
494;Le Nouvion-en-Thiérache;02;Hauts-de-France;50.00586539301895;3.75015455078271;8635.0;0.0;0.0
495;L'Île-Rousse;2B;Corse;42.60990519443897;9.04133168929047;9432.0;1.0;10.602205258693807
496;Mourenx;64;Nouvelle-Aquitaine;43.36882162288731;-0.6653140103848281;7901.0;0.733333334;9.281525553727377
497;Soustons;40;Nouvelle-Aquitaine;43.75623638291767;-1.3244846884521793;9689.0;0.0;0.0
498;Craon;53;Pays de la Loire;47.84748846895934;-0.9960572054902473;8535.0;0.0;0.0
499;Égletons;19;Nouvelle-Aquitaine;45.38374732892868;2.0431371529989977;8651.0;0.0;0.0
500;Poligny;39;Bourgogne-Franche-Comté;46.85769197201627;5.655203814905525;8402.0;0.0;0.0
501;Bouzonville;57;Grand Est;49.298746043984856;6.515454736424418;8273.0;1.0;12.087513598452798
502;Saint-Palais;64;Nouvelle-Aquitaine;43.32692407248507;-1.0269347373776534;9173.0;1.866666666;20.349576648860786
503;Le Cheylard;07;Auvergne-Rhône-Alpes;44.898410242715286;4.380201501075227;8302.0;0.0;0.0
504;Saint-Chamas;13;Provence-Alpes-Côte d'Azur;43.54323130019067;5.073562695522321;8676.0;0.0;0.0
